Company,Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
CocaCola,2010-07-31,54.71,55.29,54.43,55.11,8336300,0,1,21.82476255,22.05613455,21.71306572,21.98432945,16672600
CocaCola,2010-06-30,50.38,50.58,50.01,50.12,10966900,0,1,20.09745087,20.17723432,19.94985149,19.99373239,21933800
CocaCola,2010-05-31,51.18,51.9494,51,51.4,11788500,0,1,20.24412744,20.54846178,20.17292887,20.33114792,23577000
CocaCola,2010-04-30,53.62,53.96,53.4,53.45,9674800,0,1,21.20926364,21.34374984,21.12224317,21.14202055,19349600
CocaCola,2010-03-31,54.79,55.29,54.5,55,11461000,0,1,21.67205436,21.86982818,21.55734555,21.75511936,22922000
CocaCola,2010-02-28,53.09,53.09,52.23,52.72,31547700,0,1,20.82864201,20.82864201,20.49124077,20.68348101,63095400
CocaCola,2010-01-31,54.44,54.94,53.9,54.25,11073400,0,1,21.3582835,21.55444702,21.14642691,21.28374137,22146800
CocaCola,2009-12-31,57.58,57.75,56.93,57,5424400,0,1,22.59019038,22.65688597,22.33517781,22.3626407,10848800
CocaCola,2009-11-30,57.29,57.32,56.8,57.2,9442400,0,1,22.47641554,22.48818535,22.28417529,22.4411061,18884800
CocaCola,2009-10-31,54.06,54.27,53.11,53.31,10906100,0,1,21.05820476,21.14000689,20.68814752,20.7660543,21812200
CocaCola,2009-09-30,53.32,53.95,52.6,53.7,14137900,0,1,20.76994964,21.01535602,20.48948521,20.91797254,28275800
CocaCola,2009-08-31,48.84,49.37,48.5,48.77,10660800,0,1,18.87460294,19.07942561,18.74320726,18.84755089,21321600
CocaCola,2009-07-31,49.64,50.2,49.5,49.84,8411100,0,1,19.18376924,19.40018566,19.12966514,19.26106082,16822200
CocaCola,2009-06-30,48.21,48.25,47.81,47.99,15723700,0,1,18.63113447,18.64659279,18.47655132,18.54611374,31447400
CocaCola,2009-05-31,47.01,49.16,46.95,49.16,22718400,0,1,18.01534117,18.8392719,17.99234776,18.8392719,45436800
CocaCola,2009-04-30,43.13,44.07,42.8,43.05,17979600,0,1,16.52843363,16.8886638,16.40196984,16.49777574,35959200
CocaCola,2009-03-31,44.27,44.72,43.86,43.95,11918300,0,1,16.96530852,17.13775914,16.80818685,16.84267697,23836600
CocaCola,2009-02-28,40.96,41.295,40.45,40.85,17724000,0,1,15.53586535,15.6629287,15.34242562,15.49414305,35448000
CocaCola,2009-01-31,43.44,43.68,42.53,42.72,11303700,0,1,16.47651344,16.5675439,16.13135628,16.20342206,22607400
CocaCola,2008-12-31,45.17,45.5,45.06,45.27,7775200,0,1,17.13269135,17.25785823,17.09096905,17.17062071,15550400
CocaCola,2008-11-30,45.2,46.91,45.2,46.87,6282800,0,1,17.14407016,17.79266219,17.14407016,17.77749045,12565600
CocaCola,2008-10-31,45.14,46,43.5,44.06,15935100,0,1,16.97913381,17.30261753,16.36225788,16.57289844,31870200
CocaCola,2008-09-30,51.81,52.9,51.01,52.88,17596600,0,1,19.48801335,19.89801016,19.18709826,19.89048728,35193200
CocaCola,2008-08-31,53.09,53.09,52.04,52.07,8920600,0,1,19.83031737,19.83031737,19.43811859,19.44932427,17841200
CocaCola,2008-07-31,51.5,51.85,51.22,51.5,10608400,0,1,19.23641636,19.36714929,19.13183002,19.23641636,21216800
CocaCola,2008-06-30,51.86,52.9,51.44,51.98,15071000,0,1,19.37088451,19.75934807,19.214005,19.41570723,30142000
CocaCola,2008-05-31,57.93,57.99,57.02,57.26,13415800,0,1,21.49521665,21.51747995,21.15755659,21.24660979,26831600
CocaCola,2008-04-30,59,59.77,58.69,58.87,11679600,0,1,21.8922455,22.17795786,21.77721845,21.84400835,23359200
CocaCola,2008-03-31,60.64,61.2,60.64,60.87,9270700,0,1,22.50077572,22.70856652,22.50077572,22.58611837,18541400
CocaCola,2008-02-29,59.1,59.33,58.18,58.46,7983700,0,1,21.78946258,21.87426083,21.45026959,21.55350224,15967400
CocaCola,2008-01-31,57.3,59.36,57.24,59,12020900,0,1,21.12582413,21.88532147,21.10370285,21.75259378,24041800
CocaCola,2007-12-31,62.06,62.2,61.22,61.37,5864600,0,1,22.88077915,22.93239548,22.57108121,22.62638441,11729200
CocaCola,2007-11-30,63.1,63.1,61.72,62.1,10842100,0,1,23.2642147,23.2642147,22.75542522,22.89552667,21684200
CocaCola,2007-10-31,61.99,62.06,61.13,61.76,8320000,0,1,22.73226942,22.75793903,22.41689998,22.64792643,16640000
CocaCola,2007-09-30,57.3,57.78,57.03,57.47,6530600,0,1,21.01240584,21.18842599,20.9133945,21.07474631,13061200
CocaCola,2007-08-31,53.77,53.98,53.39,53.78,7517600,0,1,19.59859189,19.67513465,19.46008594,19.60223679,15035200
CocaCola,2007-07-31,52.74,52.87,52.04,52.11,9943500,0,1,19.22316787,19.27055149,18.96802533,18.99353959,19887000
CocaCola,2007-06-30,52.84,52.95,51.95,52.31,9514600,0,1,19.2596168,19.29971063,18.93522129,19.06643745,19029200
CocaCola,2007-05-31,52.96,53.46,52.88,52.99,10627700,0,1,19.17640889,19.35745505,19.14744151,19.18727166,21255400
CocaCola,2007-04-30,51.92,52.35,51.85,52.19,11743000,0,1,18.79983289,18.95553258,18.77448643,18.89759781,23486000
CocaCola,2007-03-31,48.26,48.5,47.6,48,8968800,0,1,17.47457502,17.56147718,17.2355941,17.38043102,17937600
CocaCola,2007-02-28,46.75,46.9,46.32,46.68,13814600,0,1,16.80639248,16.86031673,16.65180962,16.78122783,27629200
CocaCola,2007-01-31,47.8,47.97,47.49,47.88,5302200,0,1,17.18386226,17.24497641,17.0724188,17.21262186,10604400
ProcterGamble,2017-12-31,92.24,92.46,91.88,91.88,4346675,0,1,91.53959723,91.75792671,91.1823308,91.1823308,4346675
ProcterGamble,2017-11-30,89.35,90.37,89.21,89.99,9789833,0,1,88.67154176,89.68379663,88.53260482,89.30668207,9789833
ProcterGamble,2017-10-31,86.49,86.5,85.72,86.34,7118956,0,1,85.8332585,85.84318257,85.06910532,85.68439749,7118956
ProcterGamble,2017-09-30,90.97,91.43,90.7,90.98,6634464,0,1,89.60420084,90.05729452,89.33825455,89.6140507,6634464
ProcterGamble,2017-08-31,91.89,92.39,91.84,92.27,5864440,0,1,90.5103882,91.00288134,90.46113889,90.88468299,5864440
ProcterGamble,2017-07-31,90.21,91.07,90.21,90.82,7835661,0,1,88.85561127,89.70269946,88.85561127,89.4564529,7835661
ProcterGamble,2017-06-30,87.05,87.47,87,87.15,6070254,0,1,85.07860377,85.48909215,85.02973611,85.1763391,6070254
ProcterGamble,2017-05-31,87.67,88.35,87.45,88.09,10146610,0,1,85.68456281,86.34916305,85.46954509,86.09505119,10146610
ProcterGamble,2017-04-30,87.52,87.59,87.15,87.33,8295445,0,1,85.53795982,85.60637455,85.1763391,85.35226269,8295445
ProcterGamble,2017-03-31,90.03,90.34,89.84,89.85,6942356,0,1,87.31907157,87.61973704,87.13479274,87.14449162,6942356
ProcterGamble,2017-02-28,90.9,91.79,90.65,91.07,10535619,0,1,88.16287466,89.02607553,87.92040251,88.32775573,10535619
ProcterGamble,2017-01-31,86.63,87.66,86.53,87.6,9707265,0,1,84.0214503,85.02043557,83.92446144,84.96224225,9707265
ProcterGamble,2016-12-31,84.17,84.45,83.92,84.08,6209846,0,1,80.99702779,81.26647258,80.75645209,80.91042054,6209846
ProcterGamble,2016-11-30,82.52,82.83,82.26,82.46,12115374,0,1,79.40922815,79.70754202,79.15902942,79.35148998,12115374
ProcterGamble,2016-10-31,87.01,87.47,86.69,86.8,8207137,0,1,83.72996778,84.17262707,83.42203088,83.52788419,8207137
ProcterGamble,2016-09-30,88.3,90.22,88.29,89.75,123724322,0,1,84.31145393,86.14472677,84.30190563,85.69595685,123724322
ProcterGamble,2016-08-31,87.75,87.85,87.025,87.31,11407806,0,1,83.78629765,83.88178061,83.09404618,83.36617262,11407806
ProcterGamble,2016-07-31,84.89,85.79,84.8,85.59,7520867,0,1,81.05548498,81.91483163,80.96955032,81.7238657,7520867
ProcterGamble,2016-06-30,83.91,84.8,83.82,84.67,10969296,0,1,79.49595286,80.33913481,79.41068727,80.21597341,10969296
ProcterGamble,2016-05-31,81.58,81.82,80.74,81.04,6705032,0,1,77.28852144,77.51589635,76.49270926,76.77692789,6705032
ProcterGamble,2016-04-30,79.67,80.15,79.37,80.12,9390952,0,1,75.47899612,75.93374594,75.19477748,75.90532407,9390952
ProcterGamble,2016-03-31,82.75,83,82.1533,82.31,6819225,0,1,77.76215202,77.99708299,77.20141878,77.34867351,6819225
ProcterGamble,2016-02-29,81.1,81.35,80.21,80.29,11052435,0,1,76.2116076,76.44653857,75.37525334,75.45043125,11052435
ProcterGamble,2016-01-31,79.98,82,79.83,81.69,19893903,0,1,75.15911684,77.0573591,75.01815826,76.7660447,19893903
ProcterGamble,2015-12-31,79.91,80.04,79.31,79.41,5077736,0,1,74.44256502,74.56367043,73.88361697,73.97677497,5077736
ProcterGamble,2015-11-30,75.58,75.81,74.84,74.84,8931377,0,1,70.40882323,70.62308665,69.71945396,69.71945396,8931377
ProcterGamble,2015-10-31,76.98,77.14,76.38,76.38,9547693,0,1,71.71303535,71.86208817,71.1540873,71.1540873,9547693
ProcterGamble,2015-09-30,72.86,73.06,71.55,71.94,10860477,0,1,67.26896537,67.45361804,66.05949043,66.41956312,10860477
ProcterGamble,2015-08-31,70.73,71,70.3,70.67,9520712,0,1,65.3024145,65.5516956,64.90541128,65.24701871,9520712
ProcterGamble,2015-07-31,77.63,77.74,76.66,76.7,11877236,0,1,71.6729314,71.77449037,70.77736598,70.81429651,11877236
ProcterGamble,2015-06-30,78.92,79.01,78.13,78.24,8451427,0,1,72.27114424,72.35356192,71.5477002,71.64843291,8451427
ProcterGamble,2015-05-31,79.18,79.24,78.19,78.39,12551703,0,1,72.50923975,72.56418487,71.60264531,71.78579571,12551703
ProcterGamble,2015-04-30,79.95,80.15,79.07,79.51,9409334,0,1,73.21436875,73.39751914,72.40850703,72.81143789,9409334
ProcterGamble,2015-03-31,82.76,82.93,81.94,81.94,8649407,0,1,75.17195532,75.32636847,74.42713895,74.42713895,8649407
ProcterGamble,2015-02-28,85.02,85.38,84.57,85.13,7685024,0,1,77.22474192,77.55173448,76.81600123,77.32465632,7685024
ProcterGamble,2015-01-31,85.09,85.2245,84.25,84.29,14685250,0,1,77.28832381,77.41049186,76.52534118,76.56167369,14685250
ProcterGamble,2014-12-31,92.04,92.55,91.03,91.09,5712139,0,1,83.01187985,83.47185441,82.10094983,82.15506449,5712139
ProcterGamble,2014-11-30,89.09,90.56,88.97,90.43,7661778,0,1,80.35124267,81.67705171,80.24301336,81.55980329,7661778
ProcterGamble,2014-10-31,87.08,87.36,86.71,87.27,9359840,0,1,78.53840175,78.7909368,78.20469471,78.70976482,9359840
ProcterGamble,2014-09-30,84.34,84.36,83.68,83.74,8080239,0,1,75.48998964,75.50789099,74.89924512,74.95294917,8080239
ProcterGamble,2014-08-31,83.09,83.13,82.6,83.11,4901300,0,1,74.37115532,74.40695801,73.93257226,74.38905667,4901300
ProcterGamble,2014-07-31,77.76,78.01,77.29,77.32,11235600,0,1,69.60044575,69.82421262,69.17976404,69.20661607,11235600
ProcterGamble,2014-06-30,79.01,79.46,78.43,78.59,10297700,0,1,70.16138696,70.56098985,69.64634324,69.78842427,10297700
ProcterGamble,2014-05-31,80.25,80.85,80.17,80.79,7433000,0,1,71.26251492,71.79531877,71.19147441,71.74203838,7433000
ProcterGamble,2014-04-30,82.39,82.75,82.2375,82.55,6243300,0,1,73.16284865,73.48253096,73.02742767,73.30492968,6243300
ProcterGamble,2014-03-31,80,80.83,79.55,80.6,8492800,0,1,70.47607329,71.20726255,70.07964537,71.00464383,8492800
ProcterGamble,2014-02-28,78.24,78.91,78.0055,78.66,8489600,0,1,68.92559967,69.51583679,68.71901668,69.29559906,8489600
ProcterGamble,2014-01-31,76.03,77.191,75.26,76.62,12988800,0,1,66.97869815,68.00148216,66.30036594,67.49845919,12988800
ProcterGamble,2013-12-31,81.83,82,81.09,81.41,5765300,0,1,71.54505618,71.69368944,70.89806435,71.1778446,5765300
ProcterGamble,2013-11-30,84.77,85.21,84.15,84.22,4954500,0,1,74.11553724,74.50023509,73.573463,73.63466493,4954500
ProcterGamble,2013-10-31,81.2,81.6,80.72,80.75,7786800,0,1,70.99423881,71.34396413,70.57456843,70.60079783,7786800
ProcterGamble,2013-09-30,76.8,77.16,75.35,75.59,15028300,0,1,66.63562735,66.94798185,65.37753282,65.58576915,15028300
ProcterGamble,2013-08-31,77.53,78.07,73.61,77.89,9039100,0,1,67.26901287,67.73754462,63.86781939,67.58136737,9039100
ProcterGamble,2013-07-31,80.44,81.41,80.16,80.3,11857000,0,1,69.79387843,70.63550029,69.55093604,69.67240724,11857000
ProcterGamble,2013-06-30,77.62,77.94,76.9,76.99,9865300,0,1,66.84507487,67.12065363,66.22502264,66.30252917,9865300
ProcterGamble,2013-05-31,78.79,78.81,76.7525,76.76,16461900,0,1,67.85265973,67.86988341,66.09799805,66.10445693,16461900
ProcterGamble,2013-04-30,77.86,77.89,76.6,76.77,9653800,0,1,67.05175894,67.07759445,65.96666754,66.11306876,9653800
ProcterGamble,2013-03-31,76.95,77.16,76.66,77.06,8016700,0,1,65.75522179,65.93467073,65.50741133,65.84921885,8016700
ProcterGamble,2013-02-28,76.66,76.91,76.17,76.18,10466900,0,1,65.50741133,65.72104103,65.08869712,65.09724231,10466900
ProcterGamble,2013-01-31,74.83,75.26,74.67,75.16,11661500,0,1,63.94364193,64.31108501,63.80691892,64.22563313,11661500
ProcterGamble,2012-12-31,67,67.97,66.83,67.89,9061900,0,1,56.79245741,57.61467657,56.64835715,57.54686468,9061900
ProcterGamble,2012-11-30,69.37,69.89,69.37,69.83,8886800,0,1,58.80138464,59.24216192,58.80138464,59.191303,8886800
ProcterGamble,2012-10-31,69.51,69.95,69.01,69.24,9095400,0,1,58.92005545,59.29302084,58.49623114,58.69119032,9095400
ProcterGamble,2012-09-30,69.25,69.42,68.64,69.36,8955100,0,1,58.22860768,58.37155155,57.71569142,58.32110077,8955100
ProcterGamble,2012-08-31,67.14,67.45,66.89,67.19,10088600,0,1,56.45442194,56.7150843,56.24421036,56.49646426,10088600
ProcterGamble,2012-07-31,64.79,64.985,64.5,64.54,9327200,0,1,54.47843309,54.64239812,54.23458766,54.26822151,9327200
ProcterGamble,2012-06-30,60.65,61.27,60.54,61.25,13301800,0,1,50.55897475,51.07581835,50.46727669,51.05914597,13301800
ProcterGamble,2012-05-31,62.6,62.62,61.98,62.29,9268400,0,1,52.18453123,52.2012036,51.66768763,51.92610943,9268400
ProcterGamble,2012-04-30,63.58,64.16,63.29,63.64,19195000,0,1,53.00147757,53.48497642,52.75972814,53.05149469,19195000
ProcterGamble,2012-03-31,67.15,67.48,67.01,67.21,8670300,0,1,55.51110021,55.78390234,55.39536597,55.5607006,8670300
ProcterGamble,2012-02-29,67.41,67.77,67.31,67.62,14742500,0,1,55.72603522,56.02363755,55.64336791,55.89963658,14742500
ProcterGamble,2012-01-31,63.42,63.55,62.7,63.04,11358600,0,1,52.42760946,52.53507697,51.83240481,52.11347368,11358600
ProcterGamble,2011-12-31,66.88,66.96,66.59,66.71,4062300,0,1,54.85177576,54.91738793,54.61393164,54.7123499,4062300
ProcterGamble,2011-11-30,63.23,64.59,63.19,64.57,15034500,0,1,51.85822042,52.97362734,51.82541433,52.9572243,15034500
ProcterGamble,2011-10-31,64.55,64.83,63.94,63.99,9438800,0,1,52.94082125,53.17046386,52.44052844,52.48153605,9438800
ProcterGamble,2011-09-30,63.4,64.4,63.17,63.18,11358100,0,1,51.57943465,52.3929904,51.39231683,51.40045238,11358100
ProcterGamble,2011-08-31,63.46,63.95,63.39,63.68,8972600,0,1,51.62824799,52.02689031,51.57129909,51.80723026,8972600
ProcterGamble,2011-07-31,61.68,62.181,61.49,61.49,10380300,0,1,50.18011876,50.58771019,50.02554316,50.02554316,10380300
ProcterGamble,2011-06-30,62.73,63.65,62.58,63.57,11807400,0,1,50.62040042,51.36280068,50.4993569,51.29824414,11807400
ProcterGamble,2011-05-31,66.33,67,66.33,67,10603900,0,1,53.52544492,54.06610598,53.52544492,54.06610598,10603900
ProcterGamble,2011-04-30,64.58,65.1,64.41,64.9,13357700,0,1,52.11327051,52.53288805,51.97608786,52.37149669,13357700
ProcterGamble,2011-03-31,61.76,62,61.59,61.6,11569500,0,1,49.43227983,49.62437418,49.296213,49.30421693,11569500
ProcterGamble,2011-02-28,62.8,63.24,62.62,63.05,11558200,0,1,50.26468869,50.61686167,50.12061792,50.46478697,11558200
ProcterGamble,2011-01-31,64.35,64.36,63.01,63.13,12568400,0,1,51.50529804,51.51330197,50.43277125,50.52881842,12568400
ProcterGamble,2010-12-31,64.08,64.45,64.01,64.33,5245600,0,1,50.91382418,51.20780225,50.8582067,51.11245801,5245600
ProcterGamble,2010-11-30,61.51,61.66,61.02,61.07,17675200,0,1,48.87186837,48.99104867,48.48254606,48.52227282,17675200
ProcterGamble,2010-10-31,63.23,63.85,63.19,63.57,11368300,0,1,50.23846914,50.73108105,50.20668773,50.50861116,11368300
ProcterGamble,2010-09-30,60.32,60.65,59.84,59.97,13101700,0,1,47.5647382,47.82495643,47.18623896,47.28874917,13101700
ProcterGamble,2010-08-31,59.31,59.75,59.25,59.67,12590100,0,1,46.76831271,47.11527035,46.72100031,47.05218714,12590100
ProcterGamble,2010-07-31,61.16,61.53,60.82,61.16,11931700,0,1,48.22711188,48.51887171,47.95900825,48.22711188,11931700
ProcterGamble,2010-06-30,60.13,60.54,59.71,59.98,17273600,0,1,47.04401384,47.36478626,46.7154177,46.92665807,17273600
ProcterGamble,2010-05-31,60.95,61.68,60.85,61.09,13952100,0,1,47.68555868,48.25669006,47.6073215,47.79509072,13952100
ProcterGamble,2010-04-30,62.53,63,62.11,62.16,15768900,0,1,48.92170606,49.28942078,48.59310992,48.63222851,15768900
ProcterGamble,2010-03-31,63.53,63.67,63.18,63.27,8193800,0,1,49.3278524,49.43655537,49.05609499,49.12597547,8193800
ProcterGamble,2010-02-28,63.75,63.88,63.14,63.28,10640900,0,1,49.49867135,49.59960981,49.025037,49.13373997,10640900
ProcterGamble,2010-01-31,61.91,62.24,61.47,61.55,17067100,0,1,48.07000381,48.32623223,47.72836592,47.7904819,17067100
ProcterGamble,2009-12-31,61.52,61.53,60.56,60.63,5942200,0,1,47.42201576,47.42972415,46.68201031,46.73596904,5942200
ProcterGamble,2009-11-30,62.37,63,62.12,62.35,12382400,0,1,48.07722891,48.56285749,47.88451916,48.06181213,12382400
ProcterGamble,2009-10-31,59.18,59.54,57.86,58,21382000,0,1,45.61825248,45.89575452,44.60074499,44.70866245,21382000
ProcterGamble,2009-09-30,57.84,58.14,57.34,57.92,14047300,0,1,44.24668598,44.47618124,43.86419388,44.30788471,14047300
ProcterGamble,2009-08-31,53,54.12,52.81,54.11,15366900,0,1,40.54416246,41.40094476,40.39881547,41.39329492,15366900
ProcterGamble,2009-07-31,56.2,56.75,55.43,55.51,12663900,0,1,42.99211189,43.4128532,42.40307406,42.4642728,12663900
ProcterGamble,2009-06-30,52.23,52.23,50.75,51.1,14393700,0,1,39.63727515,39.63727515,38.51410519,38.7797197,14393700
ProcterGamble,2009-05-31,52.62,52.68,51.5,51.94,15133700,0,1,39.93324561,39.97877953,39.08327915,39.41719455,15133700
ProcterGamble,2009-04-30,50.23,50.23,48.25,49.44,24582200,0,1,38.1194779,38.1194779,36.61685862,37.51994799,24582200
ProcterGamble,2009-03-31,47.56,47.83,46.95,47.09,13847500,0,1,35.77585214,35.97895307,35.31699449,35.42230609,13847500
ProcterGamble,2009-02-28,48.66,49.11,47.76,48.17,20748000,0,1,36.60330036,36.94180191,35.92629727,36.23470979,20748000
ProcterGamble,2009-01-31,56.5,56.84,54.24,54.5,35110700,0,1,42.5007495,42.75650622,40.80071952,40.99629819,35110700
ProcterGamble,2008-12-31,61.35,62.2,61.07,61.82,10844800,0,1,45.83060995,46.46558987,45.62144009,46.18171649,10844800
ProcterGamble,2008-11-30,63.04,64.55,63.04,64.35,7768400,0,1,47.09309945,48.22112261,47.09309945,48.07171557,7768400
ProcterGamble,2008-10-31,62.96,64.93,62.76,64.54,42624100,0,1,47.03333663,48.50499599,46.88392959,48.21365226,42624100
ProcterGamble,2008-09-30,67.19,69.92,67.05,69.69,23102600,0,1,49.85392236,51.87953939,49.75004456,51.70888301,23102600
ProcterGamble,2008-08-31,70.71,71.08,69.74,69.77,9569400,0,1,52.46570695,52.74024113,51.74598222,51.76824175,9569400
ProcterGamble,2008-07-31,66.02,66.44,65.25,65.48,14043700,0,1,48.98580078,49.29743417,48.4144729,48.58512928,14043700
ProcterGamble,2008-06-30,60.69,61.36,60.44,60.81,14977700,0,1,44.75085031,45.24488672,44.56650837,44.83933445,14977700
ProcterGamble,2008-05-31,65.53,66.13,65.32,66.05,9761700,0,1,48.31971035,48.76213101,48.16486312,48.70314159,9761700
ProcterGamble,2008-04-30,67.85,68.49,66.87,67.05,21859500,0,1,50.03040359,50.50231896,49.30778317,49.44050937,21859500
ProcterGamble,2008-03-31,69.56,70.18,68.9,70.07,13745600,0,1,50.99682106,51.45136432,50.51295243,51.37071955,13745600
ProcterGamble,2008-02-29,66.84,66.96,66.04,66.18,14640200,0,1,49.0026958,49.09067191,48.41618837,48.51882717,14640200
ProcterGamble,2008-01-31,64.03,65.95,63.78,65.42,19878500,0,1,46.94258845,48.35020628,46.75930488,47.96164511,19878500
ProcterGamble,2007-12-31,74.25,74.26,73.23,73.42,7996700,0,1,54.15985843,54.16715268,53.41584421,53.55443509,7996700
ProcterGamble,2007-11-30,74.32,74.6,73.35,74,13784500,0,1,54.21091823,54.41515742,53.50337529,53.977502,13784500
ProcterGamble,2007-10-31,69.35,69.89,69.04,69.52,14144500,0,1,50.58567248,50.97956236,50.35955052,50.70967485,14144500
ProcterGamble,2007-09-30,69.95,70.49,69.91,70.34,9747600,0,1,50.77159172,51.16353825,50.74255865,51.05466421,9747600
ProcterGamble,2007-08-31,65.13,65.61,64.88,65.31,8392900,0,1,47.27310606,47.62150297,47.09164934,47.4037549,8392900
ProcterGamble,2007-07-31,63.06,63.19,61.74,61.86,15470800,0,1,45.77064438,45.86500187,44.81255287,44.89965209,15470800
ProcterGamble,2007-06-30,61.45,61.7,60.76,61.19,11984900,0,1,44.35403761,44.53448528,43.85600204,44.16637203,11984900
ProcterGamble,2007-05-31,63.75,63.92,63.32,63.55,8615300,0,1,46.01415619,46.1368606,45.70378619,45.86979805,8615300
ProcterGamble,2007-04-30,63.36,64.75,63.35,64.4,19243300,0,1,45.73265782,46.73594687,45.72543991,46.48332013,19243300
ProcterGamble,2007-03-31,63.11,63.4,62,63.16,8527800,0,1,45.30262853,45.51080097,44.5058306,45.33852033,8527800
ProcterGamble,2007-02-28,62.5,63.77,62.25,63.49,17275300,0,1,44.86474859,45.77640028,44.68528959,45.57540621,17275300
ProcterGamble,2007-01-31,64.5,65.16,64.1,64.87,8933600,0,1,46.30042054,46.77419229,46.01328615,46.56601985,8933600